rec-id,first_name,second_name,last_name,region,birth_date,personal_id
rec-3969-org,LAURA,MARIANNA,ŻAK,ŁÓDZKIE,08/07/2017,PFE403458
rec-3970-dup-0,,YNKA,CIESYELSKA,LUBUSKIE,02/01/1987,YWK091y38
rec-3970-dup-1,MARCELINA,YNKA,TZIESIELSKA,LUBUSKIE,02/01/1978,YWK091638
rec-3970-dup-2,MARCELYNA,INKA,CIESYELSKA,,02/01/1987,YWK091739
rec-3970-dup-3,MARCELYNA,YNKA,CIESIIELSKA,LUBUSKIE,02/01/1978,YWK091738
rec-3970-org,MARCELINA,INKA,CIESIELSKA,LUBUSKIE,02/01/1987,YWK091738
rec-3971-org,HANNA,MAGDALENA,KARCZEWSKA,WIELKOPOLSKIE,11/10/1983,SRK709735
rec-3972-dup-0,,MARIIA,puste,WARMIŃSKO-MAZURSKIE,28/05/1980,ECF151973
rec-3972-dup-1,,MARIA,puste,,28/05/1980,ECF151074
rec-3972-dup-2,HANNA,MARYA,SÓBIERAJ,,28/05/1980,ECF152974
rec-3972-org,HANNA,MARIA,SOBIERAJ,WARMIŃSKO-MAZURSKIE,28/05/1980,ECF151974
rec-3973-org,BARBARA,KAROLINA,ZALEWSKA,WIELKOPOLSKIE,21/08/1975,ZGR075756
rec-3974-org,KATARZYNA,RÓŻA,WITKOWSKA,DOLNOŚLĄSKIE,30/12/1971,DEP313018
rec-3975-dup-0,,EŁA,puste,DOLNOŚLĄSKIE,01/09/1977,
rec-3975-org,ALEKSANDRA,EWA,GOŁĘBIEWSKA,DOLNOŚLĄSKIE,01/09/1977,YSD121241
rec-3976-org,MAJA,ANNA,WIŚNIEWSKA,KUJAWSKO-POMORSKIE,30/09/1995,KCY834764
rec-3977-dup-0,,ANNA,MUSŹYŃSKA,,31/03/1955,RED852i13
rec-3977-dup-1,,ANNA,MUSZYNISKA,,31/03/1955,RED852013
rec-3977-org,MAJA,ANNA,MUSZYŃSKA,ŚLĄSKIE,31/03/1955,RED852913
rec-3978-org,SOFIIA,GABRIELA,JABŁOŃSKA,MAŁOPOLSKIE,04/10/1972,YFR650775
rec-3979-dup-0,,ANNA,JASKÓLSKA,ŚLĄSKIE,,
rec-3979-dup-1,DOMINIIKA,ANNA,puste,ŚLĄSKIE,10/05/1964,GWE562008
rec-3979-org,DOMINIKA,ANNA,JASKULSKA,ŚLĄSKIE,10/05/1946,GWE563008
rec-3980-dup-0,ALITZJA,ÓLGA,HÓFFMANN,WIELKOPOLSKIE,30/03/2005,RLN32p183
rec-3980-dup-1,ALYCJA,OLGA,HÓFFMANN,,30/03/2005,RLN330183
rec-3980-dup-2,,ÓLGA,HÓFFMANN,WIELKOPOLSKIE,30/03/2005,RLN320182
rec-3980-org,ALICJA,OLGA,HOFFMANN,WIELKOPOLSKIE,30/03/2005,RLN320183
rec-3981-org,AMELIA,ZOFIA,SUDOŁ,ŚLĄSKIE,07/07/1942,PFH075948
rec-3982-org,KAJA,WIKTORIA,KOWALIK,ŚLĄSKIE,23/10/1970,ZSA648872
rec-3983-org,JULIA,RÓŻA,FLORCZAK,MAZOWIECKIE,02/08/1959,HKW875209
rec-3984-dup-0,AMELYA,TERESA,puste,MAŁOPOLSKIE,05/11/1957,SZS429975
rec-3984-dup-1,AMELIIA,TERESA,BARTKÓWIAK,MAŁOPOLSKIE,05/11/1957,
rec-3984-dup-2,AMELIIA,TERESA,puste,MAŁOPOLSKIE,05/11/1957,SZS42o075
rec-3984-dup-3,AMELIA,TERESA,puste,,,SZS439075
rec-3984-org,AMELIA,TERESA,BARTKOWIAK,MAŁOPOLSKIE,05/11/1975,SZS429075
rec-3985-org,POLA,WALENTYNA,SKONIECZNA,LUBUSKIE,07/11/1964,ESH234240
rec-3986-org,MAGDALENA,KLARA,KULESZA,LUBELSKIE,02/03/1962,DWL611754
rec-3987-org,WIKTORIA,LEOKADIA,JANOWSKA,POMORSKIE,29/08/1944,PFD955794
rec-3988-org,JULIANNA,HALINA,MUSIAŁ,MAZOWIECKIE,08/03/1986,YWZ064870
rec-3989-dup-0,EMILYA,MARIA,PÓLAŃSKA,WIELKOPOLSKIE,16/04/1905,
rec-3989-dup-1,EMILIIA,MARIA,POLANSKA,WIELKOPOLSKIE,,
rec-3989-org,EMILIA,MARIA,POLAŃSKA,WIELKOPOLSKIE,16/04/1950,MCZ044423
rec-3990-org,KORNELIA,MARIA,SZYMCZYK,DOLNOŚLĄSKIE,05/01/1988,CLX481308
rec-3991-org,AMELIA,LIDIA,RATAJCZAK,MAZOWIECKIE,03/06/1997,HSH099853
rec-3992-org,WANDA,KATARZYNA,KŁOS,ŚLĄSKIE,15/07/1975,SDD008343
rec-3993-dup-0,ALYCJA,MARTA,JANÓS,,30/07/1908,ZJK003892
rec-3993-dup-1,,MARTA,JANÓS,,30/07/1980,ZJKp03892
rec-3993-org,ALICJA,MARTA,JANUS,ZACHODNIOPOMORSKIE,30/07/1980,ZJK003892
rec-3994-org,NATALIA,WERONIKA,WITKOWSKA,PODKARPACKIE,17/08/1982,JRY866877
rec-3995-org,NADIA,JANINA,PIOTROWSKA,MAZOWIECKIE,15/11/1949,REF713517
rec-3996-org,LENA,ALEKSANDRA,STOLARSKA,LUBELSKIE,08/07/1963,TSS599396
rec-3997-org,ZOFIA,GABRIELA,SZULC,MAŁOPOLSKIE,12/09/1962,EYG137773
rec-3998-org,KLARA,MARTA,KRUSZEWSKA,ŚWIĘTOKRZYSKIE,12/02/1970,RXR622326
rec-3999-org,HELENA,JADWIGA,PACZKOWSKA,KUJAWSKO-POMORSKIE,22/03/2007,SEH958757
rec-4000-org,KLARA,IDA,WIECZOREK,ZACHODNIOPOMORSKIE,14/10/1985,JMR400583
rec-4001-org,ANASTAZJA,ALICJA,KRUKOWSKA,ZACHODNIOPOMORSKIE,31/12/1986,NFJ814400
rec-4002-org,ZOFIA,MAŁGORZATA,TOMASZEWSKA,LUBUSKIE,24/06/1949,TFE435213
rec-4003-org,MARIA,EMILIA,SADOWSKA,MAŁOPOLSKIE,07/09/1979,PMZ364665
rec-4004-org,ANASTAZJA,KATARZYNA,SOWIŃSKA,MAZOWIECKIE,31/05/1981,XTR459483
rec-4005-org,HANNA,MONIKA,SALAMON,MAŁOPOLSKIE,18/12/1961,YWX977851
rec-4006-org,HANNA,ANIELA,BUGAJ,ŚLĄSKIE,28/01/1974,HRZ303018
rec-4007-org,EMILIA,TERESA,KALINOWSKA,DOLNOŚLĄSKIE,31/05/1991,YMR896965
rec-4008-org,MAGDALENA,BARBARA,KLIMCZAK,ŁÓDZKIE,12/03/1995,JSL466453
rec-4009-org,TOLA,OLIWIA,WIŚNIEWSKA,DOLNOŚLĄSKIE,20/01/1998,DJK012676
rec-4010-org,JAGODA,EMILIA,KRZYŻANOWSKA,DOLNOŚLĄSKIE,13/12/1953,YLW294688
rec-4011-org,JULIA,MAJA,SKOCZYLAS,PODLASKIE,07/03/1993,TXR028982
rec-4012-dup-0,NYKOLA,WERÓNIKA,VYSOCKA,ŚWIĘTOKRZYSKIE,18/07/1972,
rec-4012-org,NIKOLA,WERONIKA,WYSOCKA,ŚWIĘTOKRZYSKIE,18/07/1972,LPC172464
rec-4013-org,WERONIKA,LAURA,JAROSZ,ŚLĄSKIE,07/10/1956,YTD159580
rec-4014-org,MAJA,BARBARA,KRAJEWSKA,PODKARPACKIE,26/05/1980,WSP591446
rec-4015-dup-0,WIIKTORIA,ANNA,GADÓMSKA,POMORSKIE,06/03/1967,XSL861749
rec-4015-dup-1,WYKTORIA,ANNA,GADOMSKA,,,XSL861859
rec-4015-dup-2,WIKTORYA,ANNA,GADÓMSKA,,06/03/1976,XSL8618e9
rec-4015-org,WIKTORIA,ANNA,GADOMSKA,POMORSKIE,06/03/1976,XSL861849
rec-4016-org,MARTYNA,MAŁGORZATA,JANKOWSKA,KUJAWSKO-POMORSKIE,26/09/1951,PCN653071
rec-4017-org,MARCELINA,MARIA,MARKIEWICZ,LUBELSKIE,11/09/1996,FAX334774
rec-4018-dup-0,JÓLIA,LAÓRA,PIIĄTEK,,29/06/1985,EXE211566
rec-4018-dup-1,JÓLIA,LAÓRA,PYĄTEK,ZACHODNIOPOMORSKIE,29/06/1958,EXE211566
rec-4018-dup-2,JÓLIA,LAÓRA,PIĄTEK,ZACHODNIOPOMORSKIE,,EXE212566
rec-4018-org,JULIA,LAURA,PIĄTEK,ZACHODNIOPOMORSKIE,29/06/1985,EXE211566
rec-4019-org,ZUZANNA,CAROLINE,WIŚNIEWSKA,WARMIŃSKO-MAZURSKIE,06/09/1972,ZPC337739
rec-4020-org,EMILIA,ZOFIA,WIERZBICKA,ŚLĄSKIE,28/02/1960,WNA674053
rec-4021-org,LILIANA,MARIA,WESOŁOWSKA,LUBELSKIE,06/02/1965,GMD428276
rec-4022-org,OLIWIA,HALINA,DUDA,ZACHODNIOPOMORSKIE,20/02/1989,GMC695071
rec-4023-org,WIKTORIA,KATARZYNA,JANKOWSKA,MAZOWIECKIE,12/08/1965,MSC960801
rec-4024-org,POLA,KAJA,KOZIEŁ,MAŁOPOLSKIE,26/07/1973,ATJ092245
rec-4025-org,MIJA,AGNIESZKA,CIEŚLA,MAŁOPOLSKIE,26/05/2010,HLP648856
rec-4026-dup-0,JAGÓDA,KATAŻYNA,ZIELIŃSKA,MAŁOPOLSKIE,09/06/1987,KTS137490
rec-4026-dup-1,JAGÓDA,KATARYNA,ŹIELIŃSKA,MAŁOPOLSKIE,09/06/1978,
rec-4026-dup-2,JAGÓDA,KATARYNA,ZIELIIŃSKA,MAŁOPOLSKIE,09/06/1978,
rec-4026-dup-3,JAGODA,KATARYNA,ZIELIIŃSKA,,09/06/1978,
rec-4026-org,JAGODA,KATARZYNA,ZIELIŃSKA,MAŁOPOLSKIE,09/06/1978,KTS136490
rec-4027-dup-0,JÓLIA,ANNA,LEWANDÓWSKA,,28/01/2000,MFG949499
rec-4027-dup-1,JÓLIA,ANNA,LEVANDOWSKA,,28/01/2000,MFG849r99
rec-4027-org,JULIA,ANNA,LEWANDOWSKA,DOLNOŚLĄSKIE,28/01/2000,MFG849499
rec-4028-dup-0,ELIŹA,HALINA,MITZHALSKA,MAŁOPOLSKIE,,
rec-4028-dup-1,ELIŻA,HALINA,MIICHALSKA,,,CGD102497
rec-4028-org,ELIZA,HALINA,MICHALSKA,MAŁOPOLSKIE,12/04/1978,CGD102497
rec-4029-dup-0,,JÓANNA,puste,WIELKOPOLSKIE,05/02/2021,XSG392867
rec-4029-dup-1,MARTA,JÓANNA,BYELA,WIELKOPOLSKIE,,
rec-4029-dup-2,,JÓANNA,BYELA,WIELKOPOLSKIE,,XSG392867
rec-4029-org,MARTA,JOANNA,BIELA,WIELKOPOLSKIE,05/02/2012,XSG392867
rec-4030-org,IGA,ŁUCJA,KAŹMIERCZAK,ŚLĄSKIE,02/01/2006,MRK321302
rec-4031-org,KORNELIA,WERONIKA,ANDRZEJEWSKA,ŁÓDZKIE,17/03/1999,LZX372867
rec-4032-org,JADWIGA,KATARZYNA,KOPER,MAZOWIECKIE,12/04/1964,RGC334838
rec-4033-dup-0,NYKOLA,DOMINYKA,GRABOWSKA,,03/01/1986,FXW915162
rec-4033-dup-1,NIIKOLA,DÓMINIKA,GRABOWSKA,,03/01/1968,FXW925162
rec-4033-dup-2,NIKÓLA,DOMINYKA,GRABÓWSKA,PODKARPACKIE,,FXW915162
rec-4033-org,NIKOLA,DOMINIKA,GRABOWSKA,PODKARPACKIE,03/01/1968,FXW915162
rec-4034-org,HELENA,PAULINA,MACIEJEWSKA,LUBELSKIE,20/10/1961,ZAM703814
rec-4035-dup-0,ŁUTZJA,RYTA,TOMCZYK,WIELKOPOLSKIE,10/10/1965,YYW511044
rec-4035-dup-1,LUCJA,RITA,TÓMCZYK,,,YYW611044
rec-4035-dup-2,ŁÓCJA,RIITA,TOMCZYK,WIELKOPOLSKIE,,YYW611o44
rec-4035-org,ŁUCJA,RITA,TOMCZYK,WIELKOPOLSKIE,10/10/1956,YYW611044
rec-4036-dup-0,EMILIIA,KAROLINA,ŁĄSIK,,09/11/1949,NYN746865
rec-4036-dup-1,EMYLIA,KAROLINA,WOŁSIK,,09/11/1949,NYN746865
rec-4036-dup-2,EMYLIA,KAROLINA,WĄSYK,,09/11/1949,NYN746865
rec-4036-dup-3,EMIILIA,KAROLYNA,puste,DOLNOŚLĄSKIE,09/11/1994,NYN74686r
rec-4036-org,EMILIA,KAROLINA,WĄSIK,DOLNOŚLĄSKIE,09/11/1994,NYN746865
rec-4037-org,ALICJA,RENATA,WRONA,LUBELSKIE,03/08/1995,EJA480982
rec-4038-org,ZOFIA,MARIA,STOLARCZYK,WARMIŃSKO-MAZURSKIE,19/06/1981,RXJ032066
rec-4039-org,POLA,ZUZANNA,LEWANDOWSKA,MAZOWIECKIE,24/06/1995,PJF880384
rec-4040-dup-0,,MAŁGÓRZATA,CŹEKAJ,PODKARPACKIE,29/06/2001,EES746348
rec-4040-dup-1,,MAŁGORATA,TZZEKAJ,PODKARPACKIE,29/06/2010,EES747348
rec-4040-dup-2,,MALGORZATA,CŹEKAJ,PODKARPACKIE,29/06/2010,EES7463r8
rec-4040-org,MAJA,MAŁGORZATA,CZEKAJ,PODKARPACKIE,29/06/2010,EES746348
rec-4041-org,MARTYNA,MAGDALENA,DUDEK,POMORSKIE,01/09/1952,FJK321291
rec-4042-org,ZUZANNA,MONIKA,STRZELECKA,LUBUSKIE,18/02/1970,PPC943428
rec-4043-org,KLARA,MAŁGORZATA,KOŁAKOWSKA,POMORSKIE,18/09/2009,DCZ409872
rec-4044-dup-0,,EVA,KOZWOWSKA,MAZOWIECKIE,,AFA616679
rec-4044-dup-1,MARIA,EŁA,KOZŁÓWSKA,MAZOWIECKIE,,AFA6q6679
rec-4044-dup-2,,EWA,KOZŁOWSKA,,,AFA6q6679
rec-4044-org,MARIA,EWA,KOZŁOWSKA,MAZOWIECKIE,07/12/1977,AFA616679
rec-4045-org,WIKTORIA,EMILIA,GÓRECKA,KUJAWSKO-POMORSKIE,30/11/2015,ENA407578
rec-4046-org,LIDIA,ANTONINA,JAWORSKA,ZACHODNIOPOMORSKIE,30/11/1952,ANA084021
rec-4047-org,RÓŻA,ANNA,KOWALSKA,ŚWIĘTOKRZYSKIE,01/12/1936,XYK690860
rec-4048-org,DARIA,ZOFIA,LESZCZYŃSKA,ŁÓDZKIE,10/06/1977,DRH769715
rec-4049-org,JOANNA,AGNIESZKA,ZIELONKA,MAZOWIECKIE,05/12/1954,MWW770648
rec-4050-org,NATALIA,DIANA,SZCZEPANIAK,PODKARPACKIE,18/05/1962,JKS398308
rec-4051-org,ARIANA,JUDYTA,SOCHA,KUJAWSKO-POMORSKIE,30/05/1949,DTP294006
rec-4052-dup-0,,MARIIA,KÓCHARSKA,,13/09/2003,YKY503082
rec-4052-dup-1,,MARYA,KUTZHARSKA,KUJAWSKO-POMORSKIE,13/09/2003,YKY502082
rec-4052-dup-2,,MARIIA,KUCHARSKA,KUJAWSKO-POMORSKIE,13/09/2030,YKY503982
rec-4052-dup-3,,MARIIA,KÓCHARSKA,KUJAWSKO-POMORSKIE,13/09/2003,
rec-4052-org,LENA,MARIA,KUCHARSKA,KUJAWSKO-POMORSKIE,13/09/2003,YKY503082
rec-4053-org,LENA,IRENA,DZIUBA,ŚLĄSKIE,07/12/1964,GLG381355
rec-4054-org,NATALIA,JAGODA,SZULC,MAZOWIECKIE,26/05/1991,NZF783333
rec-4055-org,OLIVIA,WIESŁAWA,RATAJCZYK,LUBELSKIE,12/12/1937,NKC525160
rec-4056-org,JULIA,AGNIESZKA,WIŚNIEWSKA,ŁÓDZKIE,06/07/1963,ZEE604982
rec-4057-org,LILIANA,MARIANNA,SZYSZKA,DOLNOŚLĄSKIE,05/05/2002,SED352737
rec-4058-org,NINA,OLIWIA,SAWICKA,ŁÓDZKIE,24/02/1959,ESN228575
rec-4059-dup-0,,ALICJA,WYLK,MAZOWIECKIE,,
rec-4059-dup-1,,ALITZJA,WIILK,,13/12/1969,EWZ276307
rec-4059-dup-2,,ALICJA,WIILK,,13/12/1969,EWZ276397
rec-4059-org,HELEN,ALICJA,WILK,MAZOWIECKIE,13/12/1969,EWZ276307
rec-4060-org,EMILIA,URSZULA,BEDNARZ,ŚWIĘTOKRZYSKIE,17/10/2010,ZFJ875050
rec-4061-org,IGA,IRENA,BAGIŃSKA,LUBELSKIE,10/05/2005,CNC243776
rec-4062-org,KORNELIA,JAGODA,GRUCA,ŁÓDZKIE,24/10/1985,AXT973021
rec-4063-org,OLGA,BARBARA,WOŹNIAK,KUJAWSKO-POMORSKIE,15/11/1991,KZF895240
rec-4064-org,JULIA,HELENA,ZIELIŃSKA,ŚLĄSKIE,07/06/2008,JPG273125
rec-4065-dup-0,LENA,MAGDALENA,MIICHALAK,,,
rec-4065-dup-1,LENA,MAGDALENA,MITZHALAK,,25/03/1916,CGE110768
rec-4065-org,LENA,MAGDALENA,MICHALAK,PODLASKIE,25/03/1961,CGE110778
rec-4066-dup-0,ARYNA,HELENA,ADAMCŻYK,,,CFM993582
rec-4066-org,ARYNA,HELENA,ADAMCZYK,KUJAWSKO-POMORSKIE,08/07/1969,CFM993592
rec-4067-org,MILENA,GABRIELA,MUSIAŁ,ŚWIĘTOKRZYSKIE,22/06/1950,EEC641906
rec-4068-org,MARTYNA,ANASTAZJA,MICHALSKA,ŚLĄSKIE,31/07/1980,EDW060049
rec-4069-org,IDALIA,HELENA,PISKORZ,LUBUSKIE,19/08/1940,TJW107709
rec-4070-org,OLIWIA,JULIA,WASILEWSKA,ZACHODNIOPOMORSKIE,19/07/1989,EGD206928
rec-4071-org,OLIWIA,MILENA,PASZEK,DOLNOŚLĄSKIE,12/02/1976,ADM242870
rec-4072-dup-0,MAGDALENA,KATARYNA,ZYELIŃSKA,ŚLĄSKIE,31/08/1914,JMW9503q7
rec-4072-dup-1,,KATARYNA,ZIELINSKA,ŚLĄSKIE,31/08/1941,JMW950e17
rec-4072-org,MAGDALENA,KATARZYNA,ZIELIŃSKA,ŚLĄSKIE,31/08/1941,JMW950317
rec-4073-org,NELA,OLIWIA,URBAŃCZYK,MAZOWIECKIE,13/09/1945,MWG923961
rec-4074-org,ZUZANNA,ANNA,MATUSZEWSKA,ŚLĄSKIE,10/10/1989,PCG706426
rec-4075-org,ANGELINA,RITA,CZARNECKA,WIELKOPOLSKIE,16/11/1973,HHA436199
rec-4076-dup-0,MAJA,MARYA,STEFANSKA,,09/04/1951,EHS157807
rec-4076-dup-1,MAJA,MARYA,puste,PODLASKIE,09/04/1915,EHS156907
rec-4076-org,MAJA,MARIA,STEFAŃSKA,PODLASKIE,09/04/1951,EHS156807
rec-4077-org,LIA,JANINA,FURMAN,ZACHODNIOPOMORSKIE,07/07/1954,PWK069372
rec-4078-dup-0,WIKTORIA,JASMINA,URBANISKA,WIELKOPOLSKIE,,RPL57774r
rec-4078-dup-1,WIIKTORIA,JASMINA,puste,,06/07/1980,RPL577745
rec-4078-org,WIKTORIA,JAŚMINA,URBAŃSKA,WIELKOPOLSKIE,06/07/1980,RPL577745
rec-4079-org,ALICJA,IGA,PIETRZAK,MAŁOPOLSKIE,03/02/1982,LPD857469
rec-4080-org,KATERYNA,NIKOLA,TRZCIŃSKA,PODKARPACKIE,16/10/1972,SNH314495
rec-4081-org,BARBARA,WERONIKA,JANOWSKA,WIELKOPOLSKIE,15/04/1975,AYY761686
rec-4082-org,ALICJA,KLARA,JABŁOŃSKA,KUJAWSKO-POMORSKIE,15/02/1973,KGR678329
rec-4083-org,LAURA,ALEKSANDRA,MIERZEJEWSKA,MAŁOPOLSKIE,21/11/1976,EJX120171
rec-4084-org,MARTYNA,JANINA,KUCHARSKA,MAŁOPOLSKIE,07/07/1985,MCX290996
rec-4085-dup-0,APOLÓNIA,ELZBIETA,KĘCIOR,WIELKOPOLSKIE,26/10/2080,GXG696305
rec-4085-dup-1,APOLONIA,ELŻBIETA,puste,,26/10/2080,GXG686305
rec-4085-dup-2,APOLONIIA,ELŻBYETA,KĘDZIÓR,WIELKOPOLSKIE,,GXG696305
rec-4085-dup-3,,ELŻBIIETA,KĘDCIOR,WIELKOPOLSKIE,26/10/2008,GXG696405
rec-4085-org,APOLONIA,ELŻBIETA,KĘDZIOR,WIELKOPOLSKIE,26/10/2008,GXG696305
rec-4086-org,ANASTAZJA,GABRIELA,ZIELIŃSKA,ŚLĄSKIE,08/08/1956,SMZ385601
rec-4087-org,WIKTORIA,LUCYNA,WŁODARCZYK,MAZOWIECKIE,04/04/1935,XCZ911027
rec-4088-org,DAGMARA,ALEKSANDRA,GÓRECKA,ZACHODNIOPOMORSKIE,11/02/1980,AEJ320901
rec-4089-org,IGA,RITA,ŚLIWA,MAZOWIECKIE,24/02/1933,AKN163678
rec-4090-org,ANTONINA,LATIKA,ZIĘBA,ŚWIĘTOKRZYSKIE,26/07/2001,XHE218771
rec-4091-dup-0,ALEKSANDRA,ADRIANNA,SZCŹYGIELSKA,,,ETC841393
rec-4091-dup-1,ALEKSANDRA,ADRIIANNA,SZCZYGYELSKA,DOLNOŚLĄSKIE,22/09/1968,
rec-4091-org,ALEKSANDRA,ADRIANNA,SZCZYGIELSKA,DOLNOŚLĄSKIE,22/09/1986,ETC851393
rec-4092-org,ALICJA,WERONIKA,MAKOWSKA,ŁÓDZKIE,08/08/1970,ASF489279
rec-4093-org,ALEKSANDRA,HANNA,KULIK,POMORSKIE,28/11/1975,JLH568585
rec-4094-dup-0,LYLIANNA,LÓNA,GATZEK,ŁÓDZKIE,17/01/2007,AYP1o1908
rec-4094-dup-1,,LUNA,GATZEK,ŁÓDZKIE,,
rec-4094-dup-2,LIILIANNA,LUNA,GATZEK,ŁÓDZKIE,,AYP191908
rec-4094-org,LILIANNA,LUNA,GACEK,ŁÓDZKIE,17/01/2007,AYP101908
rec-4095-org,VASILISA,ANNA,KUŚ,MAŁOPOLSKIE,13/11/1967,NKX940647
rec-4096-dup-0,GABRIIELA,APOLÓNIA,PAŁLAK,PODLASKIE,09/02/1964,WCM33t168
rec-4096-dup-1,GABRIIELA,APOLÓNIA,puste,,09/02/1964,WCM335168
rec-4096-dup-2,,APOLÓNIA,puste,PODLASKIE,09/02/1964,WCM435168
rec-4096-org,GABRIELA,APOLONIA,PAWLAK,PODLASKIE,09/02/1964,WCM335168
rec-4097-org,VANESSA,JUSTYNA,SZYMCZYK,KUJAWSKO-POMORSKIE,29/04/1985,SHW910595
rec-4098-org,MARCELINA,MAJA,CZARNECKA,KUJAWSKO-POMORSKIE,23/02/1976,FAZ752206
rec-4099-org,BARBARA,AGATA,KRÓL,ŁÓDZKIE,21/07/1974,FGH925048
rec-4100-dup-0,MARTZELINA,JANINA,MISYAK,ŚWIĘTOKRZYSKIE,,ZMP015867
rec-4100-org,MARCELINA,JANINA,MISIAK,ŚWIĘTOKRZYSKIE,27/06/1984,ZMP015767
rec-4101-dup-0,,ZÓFIA,KÓWALSKA,,09/10/1977,TKA178555
rec-4101-org,BARBARA,ZOFIA,KOWALSKA,KUJAWSKO-POMORSKIE,09/10/1977,TKA178555
rec-4102-dup-0,MYLENA,NASTAZJA,MALIINOWSKA,,,MNZ905369
rec-4102-org,MILENA,NASTAZJA,MALINOWSKA,MAŁOPOLSKIE,13/11/2000,MNZ905369
rec-4103-org,ALICJA,ALICJA,KARAŚ,MAŁOPOLSKIE,21/01/1964,ZKL194000
rec-4104-org,EMILIA,ZOFIA,JAROS,ŚWIĘTOKRZYSKIE,26/07/1964,YEF571879
rec-4105-org,ZOFIA,REGINA,KOZŁOWSKA,ZACHODNIOPOMORSKIE,17/06/1953,LSL522557
rec-4106-org,MARIA,MAGDALENA,BARTOSIK,PODKARPACKIE,07/01/1968,KRF268769
rec-4107-org,GABRIELA,MARIA,BEDNARSKA,DOLNOŚLĄSKIE,16/06/1971,SMD357820
rec-4108-org,SOFIIA,IWONA,DĄBROWSKA,DOLNOŚLĄSKIE,02/10/1977,AEN105946
rec-4109-org,IGA,MAGDALENA,MAŁEK,MAZOWIECKIE,29/09/1940,HFM801087
rec-4110-org,LENA,ELŻBIETA,JAKUBOWSKA,DOLNOŚLĄSKIE,30/10/1971,JTZ180000
rec-4111-org,JULIA,URSZULA,MADEJ,MAŁOPOLSKIE,07/08/1972,DPG175726
rec-4112-org,LIWIA,IZABELA,MACIEJEWSKA,MAZOWIECKIE,10/07/2001,HPF130016
rec-4113-org,KAJA,DANUTA,RATAJCZYK,MAŁOPOLSKIE,25/09/1984,WZS933200
rec-4114-org,MAŁGORZATA,JADWIGA,PAPROCKA,WARMIŃSKO-MAZURSKIE,30/11/2006,RHS982063
rec-4115-org,OLIWIA,KATARZYNA,KRAWCZYK,MAZOWIECKIE,18/10/1977,RXP060098
rec-4116-org,GABRIELA,EWA,KOZIOŁ,ŚLĄSKIE,26/07/1989,AGX834169
rec-4117-org,EWA,KAROLINA,SOKÓŁ,LUBELSKIE,11/05/2005,KHK056965
rec-4118-dup-0,,MARIIA,SLĘZAK,DOLNOŚLĄSKIE,06/02/1998,KCH016y43
rec-4118-dup-1,HANNA,MARIIA,ŚLEŁZAK,DOLNOŚLĄSKIE,,
rec-4118-dup-2,HANNA,MARYA,puste,DOLNOŚLĄSKIE,,KCH016742
rec-4118-org,HANNA,MARIA,ŚLĘZAK,DOLNOŚLĄSKIE,06/02/1998,KCH016743
rec-4119-org,NELA,PATRYCJA,ADAMIAK,ŚLĄSKIE,06/02/1946,LNW363400
rec-4120-org,OLIWIA,BARBARA,POLAŃSKA,MAŁOPOLSKIE,03/02/1977,KPW049691
rec-4121-dup-0,EMILIIA,TERESA,PAWLYK,LUBUSKIE,,DDC5u2569
rec-4121-dup-1,EMYLIA,TERESA,PAWLIIK,LUBUSKIE,,
rec-4121-dup-2,,TERESA,PAVLIK,,,DDC572569
rec-4121-dup-3,EMIILIA,TERESA,PAWLYK,,18/04/1929,DDC572560
rec-4121-org,EMILIA,TERESA,PAWLIK,LUBUSKIE,18/04/1929,DDC572569
rec-4122-org,ZOFIA,BLANKA,SKORUPA,ZACHODNIOPOMORSKIE,22/11/1955,FKD820345
rec-4123-dup-0,ANIIELA,NADZIIEJA,WALKOVIAK,WARMIŃSKO-MAZURSKIE,,ETY371882
rec-4123-org,ANIELA,NADZIEJA,WALKOWIAK,WARMIŃSKO-MAZURSKIE,25/01/2016,ETY371882
rec-4124-dup-0,ZÓZANNA,ALEKSANDRA,KÓLIG,ŚLĄSKIE,17/07/1934,CKY371084
rec-4124-org,ZUZANNA,ALEKSANDRA,KULIG,ŚLĄSKIE,17/07/1943,CKY371083
rec-4125-org,MAJA,ŁUCJA,MILLER,ŚLĄSKIE,06/11/1981,NJP853092
rec-4126-org,ALICJA,MARIA,BRZEZIŃSKA,LUBELSKIE,06/12/1995,TXL686986
rec-4127-org,MAGDALENA,KLARA,ORZECHOWSKA,ŚLĄSKIE,16/10/1995,SSJ825295
rec-4128-org,MAJA,MAGDALENA,ROSIAK,ZACHODNIOPOMORSKIE,09/02/1954,MPD322984
rec-4129-org,MARTYNA,ALICJA,LISIECKA,MAŁOPOLSKIE,20/08/2008,KDF471381
rec-4130-dup-0,WIIKTORIA,ALIICJA,puste,,01/01/1940,AAJ081433
rec-4130-org,WIKTORIA,ALICJA,BRZEZIŃSKA,PODKARPACKIE,01/01/1940,AAJ081433
rec-4131-org,GABRIELA,ANNA,KAŹMIERCZAK,MAŁOPOLSKIE,02/09/1971,GJA543784
rec-4132-org,ALICJA,MARZENA,MASŁOWSKA,POMORSKIE,20/12/1949,ALZ300524
rec-4133-dup-0,MITZHALINA,JAGÓDA,PIOTROŁSKA,WARMIŃSKO-MAZURSKIE,,CSW470391
